product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6
enzymatic solution,hygiene & ppe,0,0,0,enzymatic solution,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
water for camera head cleaning,hygiene & ppe,0,0,0,water heating,2022,3.0,1,0,0,0,0,0,0,0,0,water treatment,2022,3.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
water,hygiene & ppe,0,0,0,water,2022,2.5,1,0,0,0,0,0,0,0,0,water treatment,2022,2.5,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
paper towel dispenser,hygiene & ppe,0,0,0,polycarbonate,2022,0.92,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.92,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
paper towels,hygiene & ppe,0,0,0,paper,2022,0.12,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
soap,hygiene & ppe,0,0,0,foam soap,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
etoh gel,hygiene & ppe,0,0,0,etoh gel,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
soap/etoh gel dispenser,hygiene & ppe,0,0,0,polycarbonate,2022,0.565,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.565,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
hand sink,hygiene & ppe,0,0,0,porcelain,2022,12.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
large sink,hygiene & ppe,0,0,0,steel,2022,12.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,12.0,10000,0,shanghai (china),0,0,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
flush disposal,hygiene & ppe,0,0,0,steel,2022,8.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,8.0,10000,0,shanghai (china),0,0,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
commode,hygiene & ppe,0,0,0,hdpe,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.5,10000,0,shanghai (china),0,0,0,0,0,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
toilet,hygiene & ppe,0,0,0,porcelain,2022,12.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
toilet paper,hygiene & ppe,0,0,0,paper,2022,0.02,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
shower,hygiene & ppe,0,0,0,porcelain,2022,20.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
macerator,hygiene & ppe,0,0,0,hdpe,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,10.0,10000,0,shanghai (china),0,0,0,0,0,0,steel production,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,10.0,10000,0,shanghai (china),0,0,0,0,0,0,electronics,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0
moisturiser,hygiene & ppe,0,0,0,moisturiser,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.00085,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00085,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
moisturiser dispenser,hygiene & ppe,0,0,0,polycarbonate,2022,0.565,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.565,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
running water time,hygiene & ppe,0,0,0,water,2022,10.0,1,0,0,0,0,0,0,0,0,water treatment,2022,10.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
betadine,hygiene & ppe,0,0,0,betadine,2022,0.015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
chlorhexidine,hygiene & ppe,0,0,0,chlorhexidine 0.5%,2022,0.015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
scrub reagent wall dispenser,hygiene & ppe,0,0,0,aluminium,2022,0.565,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
laundry bin stand,hygiene & ppe,0,0,0,steel,2022,6.7,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,6.7,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
landry bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
confidential waste bin,hygiene & ppe,0,0,0,particle board,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.1,10000,0,shanghai (china),0,0,0,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
domestic bin,hygiene & ppe,0,0,0,ldpe,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
domestic bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
clinical waste bin,hygiene & ppe,0,0,0,ldpe,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
clinical waste bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
clinical non-infectious bin,hygiene & ppe,0,0,0,ldpe,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
clinical non-infectius bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
domestic waste bin,hygiene & ppe,0,0,0,ldpe,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
recycling bin,hygiene & ppe,0,0,0,ldpe,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
recycling liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
clinical waste metal bin stand,hygiene & ppe,0,0,0,steel,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
soda lime,anaesthesia drugs,0,0,0,soda lime,2022,1.0,10,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
domestic waste metal bin stand,hygiene & ppe,0,0,0,steel,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
domestic waste bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,3,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,3,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
reusable gown metal bin stand,hygiene & ppe,0,0,0,steel,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
reusable gown bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
recyclable waste bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
laundry metal bin stand,hygiene & ppe,0,0,0,steel,2022,15.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,15.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
clinical non-infectious bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,3,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,3,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
anaesthetic end clinical waste bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
lma bin liner for hsdu sterilisation,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
lma bin liner,hygiene & ppe,0,0,0,ldpe,2022,0.024,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.024,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
gloves (non-sterile),hygiene & ppe,0,0,0,nitrile butadiene,2022,0.0083,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0083,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.00249,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
gloves for patient move onto op table,hygiene & ppe,0,0,0,nitrile butadiene,2022,0.0083,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0083,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.00249,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
gloves for patient move off op table,hygiene & ppe,0,0,0,nitrile butadiene,2022,0.0083,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0083,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.00249,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
clinell wipes (cow),hygiene & ppe,0,0,0,polyester,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,chlorhexidine 0.5%,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,weaving polyester,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00024,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00024,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
clinell wipes,hygiene & ppe,0,0,0,polyester,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,chlorhexidine 0.5%,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,weaving polyester,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00024,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00024,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
water fountain,nutrition,0,0,0,steel,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,10.0,10000,0,shanghai (china),0,0,0,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
water cups (paper),nutrition,0,0,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
plastic jug,nutrition,0,0,0,polycarbonate,2022,0.25,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.25,1000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
staff paper lists,patient essentials,0,0,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
paper discharge summary,patient essentials,0,0,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
pens,fixtures/fittings,0,0,0,polycarbonate,2022,0.015,50,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.015,50,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
white board markers,fixtures/fittings,0,0,0,ldpe,2022,0.04,200,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.04,200,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
apron,hygiene & ppe,0,0,0,ldpe,2022,0.011,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.011,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
pulp sick bowls,hygiene & ppe,0,0,0,pulp,2022,0.035,1,1,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.0105,1,1,shanghai (china),shanghai (china),felixstowe,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
pulp bed pan,hygiene & ppe,0,0,0,pulp,2022,0.05,1,1,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.015,1,1,shanghai (china),shanghai (china),felixstowe,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
bed pan holder,hygiene & ppe,0,0,0,ldpe,2022,0.5,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.5,1000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
