product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6,manufacture_emissions,transport_emissions,use_emissions,reprocessing_emissions,disposal_emissions,total_emissions
irrigation (catheter),surgical equipment,0,0,0,pvc,2022,0.22,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.03,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.23,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0557185,0.10017722002002001,0.0,0.0,0.3167531753538718,1.4726488953738919
instillagel (catheter),surgical equipment,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,isopropyl alcohol,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.0032,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0095,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.052682969999999996,0.004238267000847,0.0,0.0,0.0199220080316403,0.0768432450324873
10ml syringe for penile block,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.0398167324,0.0035663090327127116,0.0,0.0,0.0199220080316403,0.063305049464353
bupivacaine (0.5% 10ml),anaesthesia drugs,0,0,0,bupivacaine,2022,5e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0038,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.19794,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.393734986,0.07813437864561483,0.0,0.0,0.0,0.47186936464561485
green needle,anaesthesia drugs,0,0,0,ldpe,2022,0.0025,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.0027,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00029,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0052,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0004,1,0,shanghai (china),0,0,0,0,0,0,0.029229831999999997,0.00226939933045353,0.0,0.0,0.016458245384845964,0.04795747671529949
mmc 40mg in glass vial (mmc),anaesthesia drugs,0,0,0,mitomycin c highint,2022,4e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,glass,2022,0.1,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.25,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.9017399407079127,0.1360252529071841,0.0,0.0,0.016935521691257227,1.0547007153063541
saline closed circuit system (mmc),anaesthesia drugs,0,0,0,pvc,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.05,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,glass,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.2813558,0.026200196005236,0.0,0.0,0.10361159300582846,0.4111675890110644
flip flow tap (mmc),surgical equipment,0,0,0,pvc,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.001,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.007,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0.039801899999999994,0.0034676730006930005,0.0,0.0,0.02015175896752706,0.06342133196822006
catheter bag (mmc),surgical equipment,0,0,0,pvc,2022,0.12,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.128,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.5845784,0.049318016009856,0.0,0.0,0.19807224726061615,0.8319686632704721
absorbant pad (mmc),surgical equipment,0,0,0,polyester,2022,0.015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.11918050000000001,0.009632425001925,0.0,0.0,0.050590901498751034,0.17940382650067604
disposable theatre gown (mmc),surgical equipment,0,0,0,polyester,2022,0.14,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.01,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,weaving polyester,2022,0.14,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.16,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,1.2606328000000002,0.12329504002464,0.0,0.0,0.3554532857618651,1.7393811257865053
"gloves (non-sterile, mmc)",surgical equipment,0,0,0,nitrile butadiene,2022,0.0083,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0083,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.00249,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.056077871,0.00415735463083083,0.0,0.0,0.026122970514571187,0.08635819614540202
mmc toxic waste bin container (sharps),surgical equipment,0,0,0,ldpe,2022,0.622,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.622,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3.0259678,0.239654734047894,0.0,0.0,1.9669030151873441,5.232525549235238
inco,hygiene & ppe,0,0,0,polypropylene,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.011,1,0,shanghai (china),0,0,0,0,0,0,viscose,2022,0.0194,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.12084795999999999,0.011713028802340802,0.0,0.0,0.031622234970857616,0.1641832237731984
mop bucket,hygiene & ppe,0,0,0,ldpe,2022,0.595,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,injection moulding,2022,0.595,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.4,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00097884865,3.8337051507661494e-05,0.0,0.0,0.0001890034980766028,0.0012061891995842644
cleaning solution for mop,hygiene & ppe,0,0,0,anionic surfacatant,2022,0.002,3,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.01,3,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,3,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.019696933333333333,0.001541188000308,0.0,0.0,0.0,0.021238121333641332
warm water for mop,hygiene & ppe,0,0,0,water heating,2022,3.0,3,0,0,0,0,0,0,0,0,water piped,2022,3.0,3,0,0,0,0,0,0,0,0,water treatment,2022,3.0,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0049010317999999995,0.0,0.0,0.0,0.0,0.0049010317999999995
spider suction (mains suction connection),surgical equipment,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.004653259999999999,0.0002311782000462,0.0,0.0,0.0003268623497085762,0.005211300549754776
suction liners,surgical equipment,0,0,0,hdpe,2022,0.08,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.026,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.08,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.026,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.5025458,0.040841482008162,0.0,0.0,0.33519569069109073,0.8785829726992527
suction liner cardboard box,surgical equipment,0,0,0,cardboard,2022,0.15,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.290235,0.057794550011550004,0.0,0.0,0.0031919999999999726,0.35122155001155
suction connectors (hosing),surgical equipment,0,0,0,pvc,2022,0.04,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.04,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.178456,0.01541188000308,0.0,0.0,0.057591486427976686,0.2514593664310567
auxilliary electric suction unit,surgical equipment,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0038160999999999994,0.00019264850003850002,0.0,0.0,0.0003247343497085762,0.004333482849747076
puddle duck (flat plastic reused),surgical equipment,0,0,0,polycarbonate,2022,0.1,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.1,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.13975666666666667,0.00642161666795,0.0,0.0,0.04652058257008049,0.19269886590469715
puddle duck hosing (disposable),surgical equipment,0,0,0,pvc,2022,0.15,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.15,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.111535,0.009632425001925,0.0,0.0,0.03599467901748542,0.15716210401941041
irrigation bucket,surgical equipment,0,0,0,polypropylene,2022,0.283,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.283,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00014708358999999997,1.09039051021791e-05,0.0,0.0,8.949092496752705e-05,0.0002474784200697061
irrigation bucket bag,surgical equipment,0,0,0,ldpe,2022,0.02,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.02,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.098906,0.00770594000154,0.0,0.0,0.06324446994171523,0.16985640994325524
plastic bowl for camera head,hygiene & ppe,0,0,0,polypropylene,2022,0.259,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.259,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00013461007,9.979192301994299e-06,0.0,0.0,8.190158857452122e-05,0.00022649085087651555
enzymatic solution,hygiene & ppe,0,0,0,enzymatic solution,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.7160490000000002,0.02311782000462,0.0,0.0,0.03268623497085762,0.7718530549754778
water for camera head cleaning,hygiene & ppe,0,0,0,water heating,2022,3.0,1,0,0,0,0,0,0,0,0,water treatment,2022,3.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.014256095400000002,0.0,0.0,0.0,0.0,0.014256095400000002
water,hygiene & ppe,0,0,0,water,2022,2.5,1,0,0,0,0,0,0,0,0,water treatment,2022,2.5,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0023175,0.0,0.0,0.0,0.0,0.0023175
paper towel dispenser,hygiene & ppe,0,0,0,polycarbonate,2022,0.92,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.92,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0007714568000000001,3.544732400708401e-05,0.0,0.0,0.0002567936157868444,0.0010636977397939285
paper towels,hygiene & ppe,0,0,0,paper,2022,0.12,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.24252505999999996,0.0463126994092554,0.0,0.0,0.003186044699417162,0.29202380410867257
soap,hygiene & ppe,0,0,0,foam soap,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.035834300000000006,0.002697079000539,0.0,0.0,0.0,0.038531379000539004
etoh gel,hygiene & ppe,0,0,0,etoh gel,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.021385300000000003,0.002697079000539,0.0,0.0,0.0,0.024082379000539004
soap/etoh gel dispenser,hygiene & ppe,0,0,0,polycarbonate,2022,0.565,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.565,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0004737751,2.1769280504350495e-05,0.0,0.0,0.00015770477491257288,0.0006532491554169233
hand sink,hygiene & ppe,0,0,0,porcelain,2022,12.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0027840599999999997,0.0005008861001001001,0.0,0.0,0.0003417583497085762,0.0036267044498086757
large sink,hygiene & ppe,0,0,0,steel,2022,12.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,12.0,10000,0,shanghai (china),0,0,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.005482619999999999,0.0005008861001001001,0.0,0.0,0.00036729434970857617,0.006350800449808675
flush disposal,hygiene & ppe,0,0,0,steel,2022,8.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,8.0,10000,0,shanghai (china),0,0,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0038109,0.0003467673000693,0.0,0.0,0.0003502703497085762,0.004507937649777876
commode,hygiene & ppe,0,0,0,hdpe,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.5,10000,0,shanghai (china),0,0,0,0,0,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00237551,0.00013485395002695,0.0,0.0,0.0004743335245628642,0.002984697474589814
toilet,hygiene & ppe,0,0,0,porcelain,2022,12.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0027840599999999997,0.0005008861001001001,0.0,0.0,0.0003417583497085762,0.0036267044498086757
toilet paper,hygiene & ppe,0,0,0,paper,2022,0.02,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.040256,0.00770594000154,0.0,0.0,0.00042560000000000167,0.04838754000154
shower,hygiene & ppe,0,0,0,porcelain,2022,20.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.004328460000000001,0.0008091237001616999,0.0,0.0,0.00035878234970857615,0.005496366049870277
macerator,hygiene & ppe,0,0,0,hdpe,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,10.0,10000,0,shanghai (china),0,0,0,0,0,0,steel production,2022,10.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,10.0,10000,0,shanghai (china),0,0,0,0,0,0,electronics,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.1987012,0.0008283885501655499,0.0,0.0,0.0031622234970857615,0.20269181204725129
moisturiser,hygiene & ppe,0,0,0,moisturiser,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.00085,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00085,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.007823105,0.00225398745045045,0.0,0.0,0.0,0.01007709245045045
moisturiser dispenser,hygiene & ppe,0,0,0,polycarbonate,2022,0.565,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.565,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0004737751,2.1769280504350495e-05,0.0,0.0,0.00015770477491257288,0.0006532491554169233
running water time,hygiene & ppe,0,0,0,water,2022,10.0,1,0,0,0,0,0,0,0,0,water treatment,2022,10.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00927,0.0,0.0,0.0,0.0,0.00927
betadine,hygiene & ppe,0,0,0,betadine,2022,0.015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.1027497,0.006935346001386,0.0,0.0,0.0,0.109685046001386
chlorhexidine,hygiene & ppe,0,0,0,chlorhexidine 0.5%,2022,0.015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.067222,0.00770594000154,0.0,0.0,0.0,0.07492794000154
scrub reagent wall dispenser,hygiene & ppe,0,0,0,aluminium,2022,0.565,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0011013544999999999,2.1769280504350495e-05,0.0,0.0,1.20232e-06,0.0011243261005043504
